Time, SV, BoundaryCompartment, Flux
2410.0,2,48,2.7644778915005177E-7
2410.0,2,56,4.5082933097470345E-12
2410.0,2,55,4.515951555841323E-12
2420.0,1,36,1.1429207166056677E-5
2420.0,1,38,0.0025747704398376998
2420.0,1,37,1.149751605274377E-5
2420.0,1,48,0.2199810907035195
2420.0,1,56,0.001187481290074598
2420.0,1,55,0.0013822267614678953
2420.0,2,36,8.332258442643511E-6
2420.0,2,38,3.284284908923795E-10
2420.0,2,48,2.6698778289270606E-7
2420.0,2,56,4.354020443323573E-12
2420.0,2,55,4.3614166824306575E-12
2430.0,1,36,1.1033587821582299E-5
2430.0,1,38,0.002486645974838673
2430.0,1,37,1.1104009397059988E-5
2430.0,1,48,0.21245202660951565
2430.0,1,56,0.0011468385446277891
2430.0,1,55,0.001334918711758541
2430.0,2,36,8.043839257033956E-6
2430.0,2,38,3.1718765251398153E-10
2430.0,2,48,2.5784985632749873E-7
2430.0,2,56,4.205000005108866E-12
2430.0,2,55,4.212143154789377E-12
2440.0,1,36,1.0651662837644779E-5
2440.0,1,38,0.0024015226412334553
2440.0,1,37,1.0723903398122262E-5
2440.0,1,48,0.20517936728145425
2440.0,1,56,0.0011075799041920297
2440.0,1,55,0.0012892217538815252
2440.0,2,36,7.76540369929428E-6
2440.0,2,38,3.0632962748449937E-10
2440.0,2,48,2.4902312553342005E-7
2440.0,2,56,4.061054502534506E-12
2440.0,2,55,4.0679531791439096E-12
2450.0,1,36,1.0282958179672955E-5
2450.0,1,38,0.0023192989825362373
2450.0,1,37,1.0356745054695276E-5
2450.0,1,48,0.19815444478052086
2450.0,1,56,0.0010696585780045832
2450.0,1,55,0.001245081423745161
2450.0,2,36,7.496606183024678E-6
2450.0,2,38,2.9584147439198E-10
2450.0,2,48,2.404970702910284E-7
2450.0,2,56,3.922012374155491E-12
2450.0,2,55,3.9286749029020885E-12
2460.0,1,36,9.927016222166678E-6
2460.0,1,38,0.002239876934609095
2460.0,1,37,1.0002096511179618E-5
2460.0,1,48,0.19136888098817884
2460.0,1,56,0.0010330293398009538
2460.0,1,55,0.0012024450783147452
2460.0,2,36,7.237113084564165E-6
2460.0,2,38,2.85710684539423E-10
2460.0,2,48,2.322615221354895E-7
2460.0,2,56,3.787707794825303E-12
2460.0,2,55,3.794142219498197E-12
2470.0,1,36,9.583395180673607E-6
2470.0,1,38,0.0021631617141254084
2470.0,1,37,9.65953455969802E-6
2470.0,1,48,0.1848145780774636
2470.0,1,56,9.976484763769633E-4
2470.0,1,55,0.001161261835739817
2470.0,2,36,6.986602328883477E-6
2470.0,2,38,2.759251677176155E-10
2470.0,2,48,2.2430665279151031E-7
2470.0,2,56,3.6579804870985836E-12
2470.0,2,55,3.664194579476169E-12
2480.0,1,36,9.251668563429348E-6
2480.0,1,38,0.0020890617106039703
2480.0,1,37,9.328650158118584E-6
2480.0,1,48,0.17848370928931334
2480.0,1,56,9.634737377975073E-4
2480.0,1,55,0.0011214825173980734
2480.0,2,36,6.7447629898131335E-6
2480.0,2,38,2.6647323843343016E-10
2480.0,2,48,2.1662296297850137E-7
2480.0,2,56,3.532675538671232E-12
2480.0,2,55,3.5386768076203984E-12
2490.0,1,36,8.931424641980422E-6
2490.0,1,38,0.0020174883819045267
2490.0,1,37,9.00904796352763E-6
2490.0,1,48,0.1723687100046017
2490.0,1,56,9.304642892015854E-4
2490.0,1,55,0.0010830595917973103
2490.0,2,36,6.511294904110634E-6
2490.0,2,38,2.573436025796498E-10
2490.0,2,48,2.0920127157463933E-7
2490.0,2,56,3.411643225673163E-12
2490.0,2,55,3.4174389259491152E-12
2500.0,1,36,8.622265940132766E-6
2500.0,1,38,0.0019483561530785033
2500.0,1,37,8.700345880677974E-6
2500.0,1,48,0.1664622691027947
2500.0,1,56,8.985806641546093E-4
2500.0,1,55,0.0010459471202783506
2500.0,2,36,6.285908298887508E-6
2500.0,2,38,2.485253445327637E-10
2500.0,2,48,2.0203270512881265E-7
2500.0,2,56,3.2947388416340874E-12
2500.0,2,55,3.3003359823903815E-12
2510.0,1,36,8.323808740591418E-6
2510.0,1,38,0.001881582318471682
2510.0,1,37,8.402174624952062E-6
2510.0,1,48,0.16075732059841918
2510.0,1,56,8.677847195003957E-4
2510.0,1,55,0.0010101007044635612
2510.0,2,36,6.068323431933826E-6
2510.0,2,38,2.400079146655716E-10
2510.0,2,48,1.9510868770974956E-7
2510.0,2,56,3.181822531947806E-12
2510.0,2,55,3.1872278849659026E-12
2520.0,1,36,8.035682608678932E-6
2520.0,1,38,0.0018170869469785807
2520.0,1,37,8.114177299392596E-6
2520.0,1,48,0.15524703554677088
2520.0,1,56,8.380395916666027E-4
2520.0,1,55,9.754774353971356E-4
2520.0,2,36,5.85827024449368E-6
2520.0,2,38,2.3178111726180263E-10
2520.0,2,48,1.8842093108193207E-7
2520.0,2,56,3.072759133665498E-12
2520.0,2,55,3.077979241312838E-12
2530.0,1,36,7.75752993254127E-6
2530.0,1,38,0.0017547927903510678
2530.0,1,37,7.83600898536583E-6
2530.0,1,48,0.14992481421054515
2530.0,1,56,8.093096543786787E-4
2530.0,1,55,9.420358443248524E-4
2530.0,2,36,5.655488026060519E-6
2530.0,2,38,2.238350988203236E-10
2530.0,2,48,1.8196142519819243E-7
2530.0,2,56,2.9674180204532523E-12
2530.0,2,55,2.9724592033786022E-12
2540.0,1,36,7.489005479270454E-6
2540.0,1,38,0.0016946251944666396
2540.0,1,37,7.567336346435433E-6
2540.0,1,48,0.14478427847930536
2540.0,1,56,7.81560477738694E-4
2540.0,1,55,9.097358550625111E-4
2540.0,2,36,5.459725090776332E-6
2540.0,2,38,2.161603367368649E-10
2540.0,2,48,1.75722428999185E-7
2540.0,2,56,2.8656729525538966E-12
2540.0,2,55,2.870541317128433E-12
2550.0,1,36,7.229775966392895E-6
2550.0,1,38,0.0016365120134644202
2550.0,1,37,7.3078372450367435E-6
2550.0,1,48,0.13981926453393792
2550.0,1,56,7.54758788626679E-4
2550.0,1,55,8.785387379037349E-4
2550.0,2,36,5.270738465032908E-6
2550.0,2,38,2.0874762835154706E-10
2550.0,2,48,1.6969646151020306E-7
2550.0,2,56,2.7674019315977404E-12
2550.0,2,55,2.7721033771100616E-12
2560.0,1,36,6.9795196481915395E-6
2560.0,1,38,0.001580383526659697
2560.0,1,37,7.057200371553301E-6
2560.0,1,48,0.1350238157484742
2560.0,1,56,7.288724323833147E-4
2560.0,1,55,8.484070650192444E-4
2560.0,2,36,5.088293585887415E-6
2560.0,2,38,2.015880803508207E-10
2560.0,2,48,1.6387629322609153E-7
2560.0,2,56,2.672487060111371E-12
2560.0,2,55,2.6770272857244075E-12
2570.0,1,36,6.737925916348216E-6
2570.0,1,38,0.0015261723581503138
2570.0,1,37,6.81512488540904E-6
2570.0,1,48,0.1303921758218769
2570.0,1,56,7.038703357340351E-4
2570.0,1,55,8.193046673010832E-4
2570.0,2,36,4.912164009917872E-6
2570.0,2,38,1.9467309851277126E-10
2570.0,2,48,1.5825493777527E-7
2570.0,2,56,2.5808144055780318E-12
2570.0,2,55,2.5851989170555463E-12
2580.0,1,36,6.504694914410605E-6
2580.0,1,38,0.0014738133990308433
2580.0,1,37,6.581320067800783E-6
2580.0,1,48,0.12591878213260546
2580.0,1,56,6.797224709157422E-4
2580.0,1,55,7.911965926066732E-4
2580.0,2,36,4.742131132157197E-6
2580.0,2,38,1.879943777850619E-10
2580.0,2,48,1.5282564385414765E-7
2580.0,2,56,2.492273868907344E-12
2580.0,2,55,2.4965079851174842E-12
2590.0,1,36,6.2795371656050405E-6
2590.0,1,38,0.001423243732132872
2590.0,1,37,6.355504985706657E-6
2590.0,1,48,0.12159825930898704
2590.0,1,56,6.563998209684863E-4
2590.0,1,55,7.640490653588518E-4
2590.0,2,36,4.577983914756828E-6
2590.0,2,38,1.8154389268509528E-10
2590.0,2,48,1.475818874234644E-7
2590.0,2,56,2.406759057176381E-12
2590.0,2,55,2.410847916379518E-12
2600.0,1,36,6.062173213533341E-6
2600.0,1,38,0.0013744025592121686
2600.0,1,37,6.1374081668169074E-6
2600.0,1,48,0.11742541300862369
2600.0,1,56,6.338743461555768E-4
2600.0,1,55,7.37829447459376E-4
2600.0,2,36,4.419518625043171E-6
2600.0,2,38,1.753138880122912E-10
2600.0,2,48,1.4251736415834064E-7
2600.0,2,56,2.324167160508055E-12
2600.0,2,55,2.3281157264359128E-12
2610.0,1,36,5.852333275307509E-6
2610.0,1,38,0.0013272311305058304
2610.0,1,37,5.926767285043791E-6
2610.0,1,48,0.11339522390026582
2610.0,1,56,6.12118951476651E-4
2610.0,1,55,7.125062004746068E-4
2610.0,2,36,4.266538582641692E-6
2610.0,2,38,1.692968698626683E-10
2610.0,2,48,1.3762598214406522E-7
2610.0,2,56,2.244398832956858E-12
2610.0,2,55,2.248211900689712E-12
2620.0,1,36,5.649756906691778E-6
2620.0,1,38,0.001281672676584773
2620.0,1,37,5.723328856277585E-6
2620.0,1,48,0.10950284184177718
2620.0,1,56,5.911074552392887E-4
2620.0,1,55,6.880488490533145E-4
2620.0,2,36,4.118853915354735E-6
2620.0,2,38,1.6348559693621102E-10
2620.0,2,48,1.3290185480988087E-7
2620.0,2,56,2.167358077275716E-12
2620.0,2,55,2.171040278924241E-12
2630.0,1,36,5.454192678836372E-6
2630.0,1,38,0.0012376723424291649
2630.0,1,37,5.526847944065543E-6
2630.0,1,48,0.1057435802480059
2630.0,1,56,5.708145586557832E-4
2630.0,1,55,6.644279455377457E-4
2630.0,2,36,3.9762813234900455E-6
2630.0,2,38,1.57873072127786E-10
2630.0,2,48,1.2833929409326127E-7
2630.0,2,56,2.0929521334415796E-12
2630.0,2,55,2.0965079436397008E-12
2640.0,1,36,5.265397866201634E-6
2640.0,1,38,0.001195177123656556
2640.0,1,37,5.337087874900293E-6
2640.0,1,48,0.10211291064256106
2640.0,1,56,5.512158164326742E-4
2640.0,1,55,6.41615035730239E-4
2640.0,2,36,3.838643852347486E-6
2640.0,2,38,1.5245253439264741E-10
2640.0,2,48,1.2393280382739653E-7
2640.0,2,56,2.0210913708209573E-12
2640.0,2,55,2.024525112035873E-12
2650.0,1,36,5.0831381452851675E-6
2650.0,1,38,0.0011541358048345494
2650.0,1,37,5.153819962813527E-6
2650.0,1,48,0.09860645738767217
2650.0,1,56,5.322876083216129E-4
2650.0,1,55,6.195826257788142E-4
2650.0,2,36,3.7057706725814454E-6
2650.0,2,38,1.472174508778388E-10
2650.0,2,48,1.1967707334481956E-7
2650.0,2,56,1.9516891838601667E-12
2650.0,2,55,1.9550050315255104E-12
2660.0,1,36,4.907187303778044E-6
2660.0,1,38,0.0011144988998119205
2660.0,1,37,4.97682324298002E-6
2660.0,1,48,0.09521999258648618
2660.0,1,56,5.140071116010801E-4
2660.0,1,55,5.983041501462539E-4
2660.0,2,36,3.5774968681663955E-6
2660.0,2,38,1.4216150931105963E-10
2660.0,2,48,1.1556697129032207E-7
2660.0,2,56,1.8846618911885507E-12
2660.0,2,55,1.8878638786664783E-12
2670.0,1,36,4.737326959789012E-6
2670.0,1,38,0.0010762185940040687
2670.0,1,37,4.805884214045771E-6
2670.0,1,48,0.0919494311523236
2670.0,1,56,4.963522744593891E-4
2670.0,1,55,5.777539406282607E-4
2670.0,2,36,3.4536632317023273E-6
2670.0,2,38,1.37278610638818E-10
2670.0,2,48,1.1159753963651085E-7
2670.0,2,56,1.819928638026247E-12
2670.0,2,55,1.8230206614040334E-12
2680.0,1,36,4.573346290788163E-6
2680.0,1,38,0.001039248688570621
2680.0,1,37,4.640796588902835E-6
2680.0,1,48,0.088790826039584
2680.0,1,56,4.7930179025030086E-4
2680.0,1,55,5.579071963873203E-4
2680.0,2,36,3.3341160668060116E-6
2680.0,2,38,1.3256286190594022E-10
2680.0,2,48,1.0776398789555822E-7
2680.0,2,56,1.7574113017914004E-12
2680.0,2,55,1.760397124517974E-12
2690.0,1,36,4.41504177193365E-6
2690.0,1,38,0.0010035445464249082
2690.0,1,37,4.481361053641712E-6
2690.0,1,48,0.08574036363114862
2690.0,1,56,4.628350725934497E-4
2690.0,1,55,5.387399549699026E-4
2690.0,2,36,3.2187069973427774E-6
2690.0,2,38,1.2800856936874554E-10
2690.0,2,48,1.0406168752089567E-7
2690.0,2,56,1.6970344008048498E-12
2690.0,2,55,1.6999176581725133E-12
2700.0,1,36,4.262216923456583E-6
2700.0,1,38,9.690630400168319E-4
2700.0,1,37,4.327385034420369E-6
2700.0,1,48,0.08279435927728668
2700.0,1,56,4.4693223129261194E-4
2700.0,1,55,5.202290642756209E-4
2700.0,2,36,3.107292783261998E-6
2700.0,2,38,1.2361023183442768E-10
2700.0,2,48,1.0048616649278848E-7
2700.0,2,56,1.6387250059934651E-12
2700.0,2,55,1.6415092094698717E-12
2710.0,1,36,4.11468206679058E-6
2710.0,1,38,9.357625008324533E-4
2710.0,1,37,4.178682471996909E-6
2710.0,1,48,0.07994925298122299
2710.0,1,56,4.315740490456872E-4
2710.0,1,55,5.023521554479251E-4
2710.0,2,36,2.999735142807722E-6
2710.0,2,38,1.193625342194153E-10
2710.0,2,48,9.70331040819139E-8
2710.0,2,56,1.582412655496279E-12
2710.0,2,55,1.5851011969115892E-12
2720.0,1,36,3.972254089143196E-6
2720.0,1,38,9.036026705553462E-4
2720.0,1,37,4.035073603680609E-6
2720.0,1,48,0.07720160522667228
2720.0,1,56,4.167419589210408E-4
2720.0,1,55,4.8508761665682953E-4
2720.0,2,36,2.895900580883698E-6
2720.0,2,38,1.1526034131969992E-10
2720.0,2,48,9.369832578524619E-8
2720.0,2,56,1.5280292720804974E-12
2720.0,2,55,1.5306254276744756E-12
2730.0,1,36,3.834756216217069E-6
2730.0,1,38,8.725446538364449E-4
2730.0,1,37,3.89638475246359E-6
2730.0,1,48,0.07454809294278927
2730.0,1,56,4.024180225756471E-4
2730.0,1,55,4.684145677450788E-4
2730.0,2,36,2.7956602233597984E-6
2730.0,2,38,1.1129869178633701E-10
2730.0,2,48,9.047779842872338E-8
2730.0,2,56,1.4755090832773285E-12
2730.0,2,55,1.4780160176109886E-12
2740.0,1,36,3.702017792798598E-6
2740.0,1,38,8.425508726207492E-4
2740.0,1,37,3.7624481231026027E-6
2740.0,1,48,0.071985505602124
2740.0,1,56,3.885849091912211E-4
2740.0,1,55,4.523128357100423E-4
2740.0,2,36,2.6988896571141315E-6
2740.0,2,38,1.0747279229953421E-10
2740.0,2,48,8.736762543134402E-8
2740.0,2,56,1.4247885441503193E-12
2740.0,2,55,1.427209313886572E-12
2750.0,1,36,3.573874070941832E-6
2750.0,1,38,8.135850219808424E-4
2750.0,1,37,3.633101604927589E-6
2750.0,1,48,0.06951074144730628
2750.0,1,56,3.752258751052545E-4
2750.0,1,55,4.367629309944636E-4
2750.0,2,36,2.6054687756123165E-6
2750.0,2,38,1.0377801193494219E-10
2750.0,2,48,8.436404222550266E-8
2750.0,2,56,1.3758062626115662E-12
2750.0,2,55,1.3781438201691982E-12
2760.0,1,36,3.4501660054846607E-6
2760.0,1,38,7.856120274087118E-4
2760.0,1,37,3.5081885811604946E-6
2760.0,1,48,0.06712080384231606
2760.0,1,56,3.6232474411459044E-4
2760.0,1,55,4.217460245600332E-4
2760.0,2,36,2.5152816298322095E-6
2760.0,2,38,1.00209876715961E-10
2760.0,2,48,8.146341182853653E-8
2760.0,2,56,1.328502927203806E-12
2760.0,2,55,1.3307601242889556E-12
2770.0,1,36,3.3307400566434187E-6
2770.0,1,38,7.585980035188721E-4
2770.0,1,37,3.387557744534526E-6
2770.0,1,48,0.0648127977443234
2770.0,1,56,3.498658884298595E-4
2770.0,1,55,4.072439257185544E-4
2770.0,2,36,2.4282162843490683E-6
2770.0,2,38,9.676406434606669E-11
2770.0,2,48,7.866222056060785E-8
2770.0,2,56,1.282821237268889E-12
2770.0,2,55,1.2850008282880724E-12
2780.0,1,36,3.2154479994409716E-6
2780.0,1,38,7.325102141172365E-4
2780.0,1,37,3.271062919010544E-6
2780.0,1,48,0.0625839262922077
2780.0,1,56,3.378342102597692E-4
2780.0,1,55,3.932390606962452E-4
2780.0,2,36,2.344164678402493E-6
2780.0,2,38,9.343639911534756E-11
2780.0,2,48,7.595707390420045E-8
2780.0,2,56,1.2387058354256278E-12
2780.0,2,55,1.2408104807842247E-12
2790.0,1,36,3.104146739731622E-6
2790.0,1,38,7.073170335916076E-4
2790.0,1,37,3.158562887393594E-6
2790.0,1,48,0.060431487507985146
2790.0,1,56,3.2621512400489536E-4
2790.0,1,55,3.7971445190749403E-4
2790.0,2,36,2.2630224917726987E-6
2790.0,2,38,9.022284697562071E-11
2790.0,2,48,7.334469250065368E-8
2790.0,2,56,1.196103242282398E-12
2790.0,2,55,1.1981355115723838E-12
2800.0,1,36,2.9966981365945532E-6
2800.0,1,38,6.829879095810158E-4
2800.0,1,37,3.049921224658687E-6
2800.0,1,48,0.0583528711074915
2800.0,1,56,3.1499453904125437E-4
2800.0,1,55,3.666536979151075E-4
2800.0,2,36,2.1846890152996363E-6
2800.0,2,38,8.711951077867335E-11
2800.0,2,48,7.082190827929973E-8
2800.0,2,56,1.1549617933121716E-12
2800.0,2,55,1.1569241683927655E-12
2810.0,1,36,2.8929688308753042E-6
2810.0,1,38,6.594933268824825E-4
2810.0,1,37,2.945006136800894E-6
2810.0,1,48,0.05634555541678053
2810.0,1,56,3.04158843074547E-4
2810.0,1,55,3.5404095405481347E-4
2810.0,2,36,2.1090670258842355E-6
2810.0,2,38,8.412262567234593E-11
2810.0,2,48,6.838566071490862E-8
2810.0,2,56,1.1152315778199463E-12
2810.0,2,55,1.1171264557947157E-12
2820.0,1,36,2.7928300796624786E-6
2820.0,1,38,6.368047725550701E-4
2820.0,1,37,2.843690305030644E-6
2820.0,1,48,0.054407104390809875
2820.0,1,56,2.93694886046571E-4
2820.0,1,55,3.4186091370247835E-4
2820.0,2,36,2.0360626658166137E-6
2820.0,2,38,8.122855464933561E-11
2820.0,2,48,6.603299320927981E-8
2820.0,2,56,1.0768643799347015E-12
2820.0,2,55,1.0786940760285594E-12
2830.0,1,36,2.696157596494212E-6
2830.0,1,38,6.148947021823444E-4
2830.0,1,37,2.745850735140633E-6
2830.0,1,48,0.05253516473109288
2830.0,1,56,2.8358996457586807E-4
2830.0,1,55,3.300987901631667E-4
2830.0,2,36,1.9655853262814693E-6
2830.0,2,38,7.843378424376275E-11
2830.0,2,48,6.37610495929489E-8
2830.0,2,56,1.0398136215601442E-12
2830.0,2,55,1.0415803718995553E-12
2840.0,1,36,2.602831397096051E-6
2840.0,1,38,5.937365072555818E-4
2840.0,1,37,2.6513686118762694E-6
2840.0,1,48,0.05072746309909862
2840.0,1,56,2.7383180691523785E-4
2840.0,1,55,3.187402991618245E-4
2840.0,2,36,1.8975475348960523E-6
2840.0,2,38,7.573492037069546E-11
2840.0,2,48,6.156707074310439E-8
2840.0,2,56,1.0040343072205641E-12
2840.0,2,55,1.0057402715201764E-12
2850.0,1,36,2.512735650458788E-6
2850.0,1,38,5.733044836412536E-4
2850.0,1,37,2.560129158146823E-6
2850.0,1,48,0.048981803422284795
2850.0,1,56,2.6440855840930094E-4
2850.0,1,55,3.0777164191601403E-4
2850.0,2,36,1.8318648471411278E-6
2850.0,2,38,7.31286843039799E-11
2850.0,2,48,5.9448391313932856E-8
2850.0,2,56,9.694829707401266E-13
2850.0,2,55,9.711302348989355E-13
2860.0,1,36,2.425758535071346E-6
2860.0,1,38,5.535738010974554E-4
2860.0,1,37,2.4720214989195835E-6
2860.0,1,48,0.04729606428974478
2860.0,1,56,2.5530876743581454E-4
2860.0,1,55,2.9717948877172953E-4
2860.0,2,36,1.7684557415501443E-6
2860.0,2,38,7.061190878787011E-11
2860.0,2,48,5.740243657572938E-8
2860.0,2,56,9.361176236958669E-13
2860.0,2,55,9.37708202305915E-13
2870.0,1,36,2.3417921001303456E-6
2870.0,1,38,5.345204738050695E-4
2870.0,1,37,2.3869385296443175E-6
2870.0,1,48,0.04566819643454658
2870.0,1,56,2.4652137181496703E-4
2870.0,1,55,2.869509633839324E-4
2870.0,2,36,1.7072415185265525E-6
2870.0,2,38,6.818153427809374E-11
2870.0,2,48,5.542671935922565E-8
2870.0,2,56,9.03897705586537E-13
2870.0,2,55,9.054335443570656E-13
2880.0,1,36,2.260732131553989E-6
2880.0,1,38,5.161213318805281E-4
2880.0,1,37,2.304776789060085E-6
2880.0,1,48,0.044096220299932445
2880.0,1,56,2.3803568567136788E-4
2880.0,1,55,2.7707362742401874E-4
2880.0,2,36,1.6481462026636391E-6
2880.0,2,38,6.583460530812613E-11
2880.0,2,48,5.351883710170024E-8
2880.0,2,56,8.727840356612777E-13
2880.0,2,55,8.742670137611358E-13
2890.0,1,36,2.1824780226340173E-6
2890.0,1,38,4.983539938380946E-4
2890.0,1,37,2.2254363362412617E-6
2890.0,1,48,0.0425782236866393
2890.0,1,56,2.298413867339388E-4
2890.0,1,55,2.6753546579699896E-4
2890.0,2,36,1.5910964484456479E-6
2890.0,2,38,6.3568266976582E-11
2890.0,2,48,5.167646899154492E-8
2890.0,2,56,8.427387663538763E-13
2890.0,2,55,8.441706986749172E-13
2900.0,1,36,2.10693264916515E-6
2900.0,1,38,4.8119683997059376E-4
2900.0,1,37,2.1488206317440126E-6
2900.0,1,48,0.041112359478684773
2900.0,1,56,2.2192850405937934E-4
2900.0,1,55,2.583248723517105E-4
2900.0,2,36,1.5360214492131459E-6
2900.0,2,38,6.137976155176064E-11
2900.0,2,48,4.9897373208064965E-8
2900.0,2,56,8.137253382700647E-13
2900.0,2,55,8.151079776141601E-13
2910.0,1,36,2.034002248897037E-6
2910.0,1,38,4.64628986618515E-4
2910.0,1,37,2.0748364227190075E-6
2910.0,1,48,0.0396968434450501
2910.0,1,56,2.1428740616533475E-4
2910.0,1,55,2.494306360679201E-4
2910.0,2,36,1.4828528492796252E-6
2910.0,2,38,5.926642518950875E-11
2910.0,2,48,4.817938425339532E-8
2910.0,2,56,7.857084366770166E-13
2910.0,2,55,7.870434758692326E-13
2920.0,1,36,1.963596305159067E-6
2920.0,1,38,4.4863026129836374E-4
2920.0,1,37,2.003393631860322E-6
2920.0,1,48,0.03832995211477132
2920.0,1,56,2.0690878955983446E-4
2920.0,1,55,2.408419277046792E-4
2920.0,2,36,1.4315246590902613E-6
2920.0,2,38,5.722568476068528E-11
2920.0,2,48,4.652041037351249E-8
2920.0,2,56,7.586539494457788E-13
2920.0,2,55,7.599430233761828E-13
2930.0,1,36,1.8956274345136026E-6
2930.0,1,38,4.3318117866206554E-4
2930.0,1,37,1.9344052500647004E-6
2930.0,1,48,0.0370100207230301
2930.0,1,56,1.9978366765400037E-4
2930.0,1,55,2.325482868948016E-4
2930.0,2,36,1.381973173317519E-6
2930.0,2,38,5.5255054784632593E-11
2930.0,2,48,4.491843106541889E-8
2930.0,2,56,7.325289263989814E-13
2930.0,2,55,7.337736139954609E-13
2940.0,1,36,1.8300112782981864E-6
2940.0,1,38,4.1826291726013067E-4
2940.0,1,37,1.8677872326792967E-6
2940.0,1,48,0.03573544122591307
2940.0,1,56,1.9290336004543524E-4
2940.0,1,55,2.2453960967080695E-4
2940.0,2,36,1.3341368917919431E-6
2940.0,2,38,5.335213446517221E-11
2940.0,2,48,4.337149466766927E-8
2940.0,2,56,7.07301540017661E-13
2940.0,2,55,7.085033661520566E-13
2950.0,1,36,1.7666663979220935E-6
2950.0,1,38,4.038572970821504E-4
2950.0,1,37,1.8034583992199746E-6
2950.0,1,48,0.034504660381580975
2950.0,1,56,1.8625948216010647E-4
2950.0,1,55,2.168061364081504E-4
2950.0,2,36,1.2879564431699862E-6
2950.0,2,38,5.151460482575377E-11
2950.0,2,48,4.18777160314998E-8
2950.0,2,56,6.829410474625216E-13
2950.0,2,55,6.841014847923076E-13
2960.0,1,36,1.7055141737872655E-6
2960.0,1,38,3.899467578490566E-4
2960.0,1,37,1.7413403364459543E-6
2960.0,1,48,0.033316177895663754
2960.0,1,56,1.7984393524093033E-4
2960.0,1,55,2.0933844017200558E-4
2960.0,2,36,1.2433745112441337E-6
2960.0,2,38,4.974022594049623E-11
2960.0,2,48,4.043527426990725E-8
2960.0,2,56,6.594177538663885E-13
2960.0,2,55,6.605382246140542E-13
2970.0,1,36,1.6464787077081744E-6
2970.0,1,38,3.7651433803237807E-4
2970.0,1,37,1.6813573046802903E-6
2970.0,1,48,0.03216854462876596
2970.0,1,56,1.7364889667163713E-4
2970.0,1,55,2.0212741545431198E-4
2970.0,2,36,1.2003357638038531E-6
2970.0,2,38,4.802683425796206E-11
2970.0,2,48,3.9042410582111605E-8
2970.0,2,56,6.367029768559848E-13
2970.0,2,55,6.377848545282031E-13
2980.0,1,36,1.589486728709487E-6
2980.0,1,38,3.6354365457653715E-4
2980.0,1,37,1.6234361472692395E-6
2980.0,1,48,0.031060360864035422
2980.0,1,56,1.6766681062486846E-4
2980.0,1,55,1.9516426728822481E-4
2980.0,2,36,1.1587867839590696E-6
2980.0,2,38,4.637234001460847E-11
2980.0,2,48,3.769742615091742E-8
2980.0,2,56,6.147690122625235E-13
2980.0,2,55,6.158136233111203E-13
2990.0,1,36,1.5344675020846005E-6
2990.0,1,38,3.510188833009921E-4
2990.0,1,37,1.5675062030769315E-6
2990.0,1,48,0.0299902746328138
2990.0,1,56,1.6189037902380993E-4
2990.0,1,55,1.8844050072751553E-4
2990.0,2,36,1.1186760038409282E-6
2990.0,2,38,4.477472473495718E-11
2990.0,2,48,3.6398680110568966E-8
2990.0,2,56,5.935891009818856E-13
2990.0,2,55,5.945977264085646E-13
3000.0,1,36,1.481352741602184E-6
3000.0,1,38,3.38924739959779E-4
3000.0,1,37,1.5134992219151753E-6
3000.0,1,48,0.028956980096451396
3000.0,1,56,1.5631255280700715E-4
3000.0,1,55,1.819479106788761E-4
3000.0,2,36,1.0799536405975438E-6
3000.0,2,38,4.3232038815619654E-11
3000.0,2,48,3.514458758277159E-8
3000.0,2,56,5.731373969464407E-13
3000.0,2,55,5.741112738531446E-13
3010.0,1,36,1.4300765247517367E-6
3010.0,1,38,3.2724646193673176E-4
3010.0,1,37,1.4613492828114086E-6
3010.0,1,48,0.02795921598243054
3010.0,1,56,1.5092652348634773E-4
3010.0,1,55,1.756785720754644E-4
3010.0,2,36,1.042571634605295E-6
3010.0,2,38,4.174239919040702E-11
3010.0,2,48,3.393361777862773E-8
3010.0,2,56,5.533889361717735E-13
3010.0,2,55,5.543292592585073E-13
3020.0,1,36,1.380575210922973E-6
3020.0,1,38,3.1596979055535657E-4
3020.0,1,37,1.4109927150209502E-6
3020.0,1,48,0.02699576407300142
3020.0,1,56,1.4572571498851436E-4
3020.0,1,55,1.6962483038040718E-4
3020.0,2,36,1.0064835898189774E-6
3020.0,2,38,4.0303987073842956E-11
3020.0,2,48,3.27642921643066E-8
3020.0,2,56,5.343196068427701E-13
3020.0,2,55,5.352275298546501E-13
3030.0,1,36,1.332787362417481E-6
3030.0,1,38,3.0508095398302224E-4
3030.0,1,37,1.362368021692741E-6
3030.0,1,48,0.02606544774459285
3030.0,1,56,1.4070377577052892E-4
3030.0,1,55,1.6377929240934166E-4
3030.0,2,36,9.716447161867665E-7
3030.0,2,38,3.891504578048524E-11
3030.0,2,48,3.163518268833943E-8
3030.0,2,56,5.15906120404675E-13
3030.0,2,55,5.167827575299053E-13
3040.0,1,36,1.2866536681945965E-6
3040.0,1,38,2.945666507097773E-4
3040.0,1,37,1.3154158061006924E-6
3040.0,1,48,0.025167130556315843
3040.0,1,56,1.3585457120030594E-4
3040.0,1,55,1.5813481746142696E-4
3040.0,2,36,9.380117740585147E-7
3040.0,2,38,3.7573878617544665E-11
3040.0,2,48,3.054491006849862E-8
3040.0,2,56,4.981259836258213E-13
3040.0,2,55,4.989724108462502E-13
